28395 28095 37929 79517 102277
hagu 3 1 0 0 0
ltnovl 0 0 0 0 3
7760 0 0 0 0 2
1850 0 0 0 3 1
2791188 0 0 0 0 2
ste 1 0 0 0 3
619 1 0 1 0 3
143000 0 3 0 0 1
abdelaziz 2 0 0 0 0
ltgm 0 0 0 2 3
ltrosewood 0 0 0 2 0
818 0 0 1 0 1
frankfurt 0 0 4 1 2
warren 0 0 0 2 0
5776000 0 0 0 0 2
conced 0 0 3 1 2
spain 2 15 5 5 1
1070000 0 0 0 0 3
912000 0 0 0 0 2
4202000 0 0 0 0 2
manpow 1 1 0 0 0
raider 0 0 0 7 1
hector 2 0 0 0 0
phase 3 2 4 1 6
419 0 0 0 1 5
244 0 0 0 3 13
children 0 0 0 0 2
wilf 1 0 0 1 0
lake 2 2 1 8 11
head 17 11 12 23 12
transatlant 0 1 1 0 1
prescott 1 0 0 1 0
franklin 0 0 0 1 11
deal 19 12 19 155 15
sir 0 0 0 4 4
present 21 16 28 34 25
lthov 0 0 0 0 2
nvoco 0 0 0 0 2
banca 0 0 0 0 3
brussel 1 4 0 2 0
improp 0 0 0 3 1
pariti 0 0 4 0 1
230 2 4 0 4 18
noon 0 0 5 0 1
rank 1 2 2 7 5
spanish 1 10 2 2 2
518 1 0 0 0 4
appli 3 18 9 16 13
simul 0 0 0 1 2
ltcie 0 0 0 5 2
mediat 3 0 0 1 0
dive 2 0 0 0 0
cominco 0 0 0 1 2
weir 0 0 0 2 0
286969 0 0 0 0 2
visibl 1 1 4 2 1
1734 0 0 2 0 0
1694000 0 0 0 0 3
ltafg 0 0 0 8 1
nonrecur 0 0 0 1 23
upstat 0 0 0 2 0
wortv 0 0 0 4 0
tender 2 45 26 185 6
deleg 4 4 0 0 0
1244 0 0 1 1 0
richard 3 24 3 13 6
shop 1 0 1 7 8
capitalis 0 0 0 6 2
1129 0 0 0 0 2
lthsn 0 0 0 1 1
maiz 0 52 1 0 0
billon 0 0 2 0 0
stangeland 0 3 0 0 0
shelf 11 0 0 0 1
wayn 0 0 0 2 0
tsang 0 0 0 0 2
edgar 0 1 0 1 0
signal 2 2 16 2 1
document 1 2 4 18 5
overfund 0 0 0 0 3
supervisori 0 0 1 5 4
chemi 1 0 0 1 1
dayton 0 0 0 0 3
sow 0 5 0 2 0
pollut 0 0 0 1 3
hutchison 0 0 0 2 2
oporto 0 0 0 2 0
venezuelan 11 0 0 0 1
honour 2 1 0 1 0
judgement 2 0 3 1 0
amcast 0 0 0 1 2
ltprogress 0 0 0 5 0
develop 51 19 44 78 87
ltgw 0 0 0 1 1
127000 0 0 0 0 7
1478066 0 0 0 0 2
guilder 0 3 15 4 13
laundri 0 0 0 2 0
exist 17 13 9 38 26
233000 0 1 0 0 1
2267000 0 0 0 0 2
soup 0 0 1 0 1
150000 5 7 0 2 5
newfound 1 0 1 0 0
donald 2 0 0 16 5
fichtel 0 0 0 3 1
unterberg 0 0 0 2 1
coopervis 0 0 0 2 3
3164 0 0 0 0 2
deepen 0 0 0 2 0
ltrlifa 0 0 0 0 2
354 0 1 0 0 7
idl 1 5 0 0 2
montrealbas 0 0 0 2 0
ltml 0 0 0 1 1
ltnav 0 0 0 0 2
pertain 1 2 0 1 0
6467000 0 0 0 0 2
unruli 0 0 2 0 0
unrealist 0 1 4 0 0
sovereign 1 0 0 2 3
7684000 0 0 0 0 2
atwel 0 0 0 2 0
compani 126 19 21 865 716
evapor 0 0 2 1 0
guayaquil 3 0 0 0 0
current 52 64 97 137 205
5896000 0 0 0 0 2
news 34 19 25 37 38
miner 6 0 1 24 10
3825 1 0 0 0 1
lthex 0 0 0 1 3
61000 0 1 0 1 2
moor 1 0 0 5 1
7382802 0 0 0 0 3
480000 0 0 0 0 3
fraction 0 2 1 3 4
eep 0 18 0 0 0
266000 0 0 0 0 3
unattract 1 1 0 0 0
411 1 1 0 0 10
standstil 0 2 0 5 1
reject 7 17 5 78 3
257000 0 0 0 0 2
6770 2 0 0 0 0
procur 0 0 2 1 2
plenti 3 1 1 2 0
surveil 0 0 0 2 0
harvey 0 0 0 2 0
indirect 1 0 10 5 1
mid1985 0 0 1 1 0
4147248 0 0 0 0 2
natchez 0 0 0 2 0
bold 2 0 0 2 1
ltasa 0 0 1 0 1
reinsur 0 0 0 2 2
gmt 4 4 12 11 5
623 0 0 0 1 2
lttek 0 0 0 0 2
foremost 1 0 1 1 1
friedrich 0 0 0 1 1
treati 0 2 0 2 0
lavera 2 0 0 0 0
blood 0 0 1 3 0
upham 3 0 5 3 2
anytim 1 0 1 0 0
octob 9 13 4 14 30
spectrum 0 0 0 1 2
told 76 60 110 149 105
mail 0 1 0 6 8
ammonia 1 0 0 0 1
better 15 12 17 22 40
ltroll 0 0 0 1 1
heat 7 3 0 5 3
doesnt 4 2 2 8 4
dusseldorf 0 0 0 3 1
spotnext 1 0 2 0 0
cablevis 0 0 0 3 0
lengthi 1 0 0 1 0
marcel 2 1 0 1 0
strength 2 0 10 7 9
decre 2 0 2 6 0
9333000 0 0 0 0 2
yacimiento 2 0 0 0 0
antiinfl 1 0 1 0 0
gorbachev 1 1 0 0 0
tape 0 0 0 3 2
atlantico 0 0 0 2 0
1868 0 0 0 0 2
consent 1 0 0 11 0
transamerica 0 0 0 2 4
ltcen 0 0 0 0 2
royalti 8 0 1 7 10
first 57 39 63 129 266
defeat 0 0 0 1 1
pipelin 32 0 0 7 8
9980 0 0 0 2 0
1103 0 0 0 0 2
congression 3 11 2 0 0
pork 1 2 1 1 0
via 1 4 27 3 4
1162000 0 0 0 0 2
taper 1 0 1 0 2
premier 1 0 2 3 2
lago 4 0 1 0 0
well 59 21 35 59 74
slowdown 1 0 4 0 1
579000 0 0 0 0 2
firmli 3 1 2 1 0
pan 0 1 0 1 6
kleckner 0 2 0 0 0
miyazawa 0 0 32 0 0
renault 0 0 0 9 2
race 0 0 0 1 1
hardhit 0 0 1 0 2
stant 0 0 0 2 0
strongli 6 5 7 3 8
envirosystem 0 0 0 2 0
rapidli 2 2 2 3 1
pacer 0 0 0 1 1
southern 14 16 0 32 15
181p 0 0 0 0 2
mold 1 0 0 2 1
similarli 1 1 1 2 0
ltbacn 0 0 0 4 0
ldbrinkman 0 0 0 2 1
preussag 0 0 0 2 1
hawker 0 0 0 3 1
traffic 2 3 0 4 11
1474000 0 0 0 0 2
path 2 0 3 1 0
publica 0 2 0 0 0
compensatori 0 3 0 0 0
564 0 1 1 1 2
underli 3 0 27 4 2
announc 30 37 37 214 85
harcourt 0 0 0 10 1
5050 1 4 0 4 1
2729000 0 0 0 0 2
ko 0 0 1 1 0
calni 0 0 0 4 0
bound 3 2 3 1 0
tech 0 0 0 5 2
publish 9 2 5 33 14
recreat 0 0 0 1 2
africa 10 12 4 11 5
behind 4 2 20 2 9
ltkm 0 0 0 2 3
201 0 1 0 2 11
745641 0 0 0 0 2
shareown 0 0 0 1 1
worsen 2 4 2 2 1
uaw 0 0 0 2 0
mlnm 0 0 0 0 2
kuranari 0 0 2 0 0
gloeilampenfabrieken 0 0 0 2 0
voyag 1 1 0 0 0
3321000 0 0 0 0 3
confirm 12 9 12 14 4
facil 11 12 19 28 20
exampl 6 9 5 4 3
approach 8 8 16 13 6
lthvt 0 0 0 2 1
speed 1 1 4 4 2
sever 34 32 32 76 38
scotia 1 0 0 3 1
calcul 4 6 3 4 10
1268 0 0 0 0 4
downtown 0 0 0 4 2
4409000 0 0 0 0 2
payout 1 0 0 0 217
9683392 0 0 0 0 2
brew 0 0 0 7 2
msa 0 0 0 1 2
liquifi 3 0 0 0 0
ca 0 0 0 1 2
stave 0 0 2 0 0
1201 0 0 0 0 3
1130 0 0 0 0 2
8577853 0 0 0 0 3
health 4 0 3 27 24
risen 4 5 13 0 7
coast 24 9 0 10 2
lawson 3 0 17 0 1
sue 0 0 0 6 0
pantri 0 0 0 2 0
ltcamco 0 0 0 1 1
seventh 0 1 0 1 0
ltcare 0 0 0 2 0
fallow 0 2 0 0 0
477 1 0 1 1 5
1002000 0 0 0 0 2
725 6 0 1 0 1
buffton 0 0 0 1 1
pump 14 1 0 8 1
ltkndr 0 0 0 0 2
502 0 1 0 1 5
4982000 0 0 0 0 3
deak 0 0 0 3 0
motion 1 0 0 10 0
regularli 0 0 2 4 1
jackson 0 0 0 4 0
48000 0 4 0 0 3
polici 28 33 81 23 15
764 0 0 0 0 4
tunisia 1 4 0 0 0
183 1 1 3 0 14
tension 7 0 7 2 0
commerci 10 12 34 32 26
factual 0 1 0 0 1
ethanol 0 1 0 1 2
5958 1 0 0 0 1
halcyon 0 0 0 3 0
pete 2 0 0 0 0
framework 2 1 5 0 1
439100 0 0 0 0 2
character 1 0 0 3 2
246 0 0 0 0 11
hawaii 1 0 0 1 0
renam 0 0 0 9 1
divest 0 0 0 22 5
5529000 0 0 0 0 2
gould 0 0 1 4 1
ltrban 0 0 0 3 0
selfsuffici 2 4 0 1 0
burden 4 2 8 0 5
2410000 0 0 0 0 3
4438 0 0 0 1 1
latest 16 16 26 10 19
mision 0 3 0 0 0
606000 0 0 0 0 5
macnealschwendl 0 0 0 0 2
2812 0 0 0 0 2
fasb 0 0 0 0 2
mij 0 4 0 0 0
1686 0 0 0 0 2
sec 0 0 0 31 2
137 1 0 0 3 17
3 0 6 8 18 44
ltrhmll 0 0 0 1 1
batteri 2 0 0 8 1
apprais 2 0 0 4 1
4789 0 0 0 0 2
appeal 4 4 3 15 3
5100000 0 0 0 1 1
subordin 0 0 0 27 16
florida 1 1 0 16 7
christian 2 0 0 2 2
8979 0 0 0 0 2
halfheart 0 0 2 0 0
ltg 0 0 0 3 0
asbesto 0 0 0 2 0
ltlaurentian 0 0 0 1 1
telegraph 0 0 0 5 9
453 0 0 0 1 4
libyan 2 1 0 0 0
386 0 0 0 0 9
ltknmc 0 0 0 0 2
bloedel 0 0 0 0 2
reconstitut 0 1 0 2 0
toward 14 8 24 15 6
cant 0 0 3 6 0
4985000 0 0 0 1 2
beecham 0 0 0 3 0
fabric 1 0 0 3 7
valeri 0 0 2 0 0
texasbas 0 0 0 2 0
248000 0 1 0 0 4
hurriyet 2 0 0 0 0
2744000 0 0 0 0 2
hot 0 2 0 1 0
162000 0 0 0 0 2
sent 9 6 2 18 3
1179000 0 0 0 0 2
prt 2 0 0 0 0
bae 1 1 0 0 1
vacanc 0 0 0 1 2
challeng 3 3 1 14 5
taken 12 19 22 37 23
1607 0 1 0 0 1
circuit 0 1 0 8 6
carmak 0 0 0 1 2
thrust 2 0 1 0 0
ltencor 0 0 0 2 1
butter 0 2 0 0 0
tenyear 0 1 0 1 0
occurr 0 1 0 0 2
comb 0 0 0 2 0
owensillinoi 0 0 0 3 0
alsthom 0 0 0 2 1
shot 1 0 0 2 0
modernis 0 0 1 2 1
ltey 0 0 0 3 3
13th 1 0 0 0 1
887000 0 1 0 0 1
spearhead 0 0 2 0 0
ariz 0 0 0 5 0
indonesian 13 3 2 1 1
valuat 0 0 0 6 4
euromark 0 0 2 0 0
ltlloyd 0 0 1 0 2
nomin 2 0 3 9 16
policyhold 0 0 0 1 1
748 0 0 0 0 3
elk 1 0 0 1 0
dryness 0 2 0 0 0
eleventh 1 0 0 1 0
lthon 0 0 0 2 1
1929 0 0 0 0 2
thailand 0 6 0 3 1
ltmgl 0 0 0 1 1
among 19 13 54 35 11
2587 0 0 0 0 2
ltibm 0 0 0 1 1
16300 0 1 1 0 0
torontobas 0 0 0 2 2
3912000 0 0 0 0 2
753 0 0 0 0 3
stimul 7 3 26 0 1
older 0 2 0 1 2
quicker 0 0 0 1 1
594 1 0 0 0 3
ltb 0 0 0 1 1
586 0 0 0 0 2
rule 20 27 26 33 12
hurt 5 10 9 4 14
rill 0 2 0 0 0
3000 3 1 0 2 4
rigid 0 0 1 1 0
violat 7 3 0 20 6
20700 0 2 0 0 0
remit 1 0 1 1 0
282 1 1 1 1 13
luxuri 0 0 0 0 3
btr 0 0 0 1 1
ltrdgc 0 0 0 1 1
6913 0 0 0 0 3
visitor 0 0 2 0 1
refin 32 4 0 7 8
304 1 1 0 3 5
track 2 1 2 1 3
limit 18 22 27 54 38
leon 5 0 0 1 0
744 0 0 0 0 4
scott 0 0 1 6 8
jinfeng 0 2 0 0 0
california 8 1 0 34 13
iii 0 2 0 5 2
88000 0 0 0 0 6
3296000 0 0 0 0 2
safe 2 0 1 1 1
38090 0 0 3 0 0
casey 1 0 0 0 1
wa 0 0 0 2 0
lehman 3 1 7 21 2
leclerc 0 0 0 0 2
requir 14 24 39 78 50
1441 1 0 0 0 1
everyon 2 1 2 1 0
genet 0 0 0 2 4
franchis 1 0 0 9 4
graviti 4 1 0 0 0
elig 0 17 0 2 0
doneg 0 0 0 0 2
orient 0 1 4 2 3
46000 0 0 0 0 7
shortag 7 8 85 1 1
182 0 2 0 1 25
anniversari 0 0 2 1 2
owner 2 1 0 30 8
card 0 1 2 5 5
plung 7 0 7 0 4
ltcnt 0 0 0 1 2
pesch 0 0 0 5 0
36 14 4 2 10 68
ltfranklin 0 0 0 0 7
2213 0 0 0 0 2
decid 21 29 10 55 17
ltmur 0 0 0 0 2
2144317 0 0 0 0 2
motiv 0 1 1 2 0
sterivet 0 0 0 0 2
3330000 0 0 0 1 1
berri 0 0 0 2 0
3834 0 0 0 0 2
1071 0 1 0 0 2
ivaco 0 0 0 0 2
algeria 9 8 1 0 0
dorn 0 0 0 0 2
1742 1 0 0 0 1
53 1 0 12 10 54
benchmark 16 0 1 0 0
1122000 0 0 0 0 3
49000 0 1 0 0 1
midwest 0 6 0 7 2
divers 1 4 0 1 2
homebuild 0 0 0 2 0
expedit 0 1 0 2 0
377 0 0 0 0 10
collater 0 0 1 1 2
637 0 0 0 0 2
aerojet 0 0 0 3 0
dlrsshare 0 0 0 5 0
995000 0 0 0 0 2
hgca 0 5 0 0 0
rick 0 0 0 1 1
375p 0 0 0 1 1
establish 1 8 23 23 10
itj 0 0 0 4 0
social 1 4 1 5 2
byproduct 0 1 0 1 0
gallon 2 1 0 2 3
vermont 0 1 0 0 1
1402000 0 0 0 0 2
equival 13 7 7 17 11
outlook 11 10 17 2 22
ltesi 0 0 0 0 2
847 0 0 1 0 1
754 0 0 0 0 4
lthkldhk 0 0 0 1 1
peke 3 5 0 0 0
exceed 11 7 9 14 31
1067 0 0 0 0 3
laserson 0 0 0 1 1
agip 3 0 0 0 0
251000 0 1 0 0 1
reli 6 5 4 1 2
110000 2 1 0 1 3
wtd 0 0 0 2 2
plc 10 0 0 133 88
innov 0 0 2 3 2
ltswpchkg 0 0 0 0 4
ltbank 0 0 0 2 4
taft 0 0 0 19 1
dictat 0 1 1 0 1
mobex 0 0 0 2 0
1782 0 0 0 2 1
atchison 0 0 0 3 0
transmit 0 2 0 0 0
bin 2 0 0 0 0
ahm 5 0 2 0 0
207 1 1 1 0 20
ltdltkml 0 0 0 0 2
425 0 3 3 2 11
ltkpk 0 0 0 1 2
keidanren 0 0 2 3 0
222000 0 0 0 0 2
1015800 0 1 0 1 0
chanc 7 8 19 7 4
ra 3 0 0 0 0
290000 0 2 1 0 6
featur 1 5 2 2 1
1226 0 0 0 1 1
dormant 0 5 0 0 0
america 7 3 2 52 37
455000 0 1 0 2 1
cypriot 3 0 0 0 0
614 3 0 8 0 9
kokusai 0 0 0 2 0
mile 24 1 0 5 7
midmay 0 0 0 2 0
mateo 0 0 0 2 0
nt 0 0 0 2 1
telecom 0 0 0 14 8
detect 1 1 2 1 0
supermarket 0 0 0 20 7
therebi 0 3 0 3 1
statoil 3 0 0 0 0
300 10 5 24 11 17
ltbay 0 0 0 1 1
ltptmi 0 0 0 0 2
liedtk 1 0 0 0 1
dismantl 1 3 0 0 0
trelleborg 0 0 0 2 1
suprem 2 0 0 7 3
machin 0 0 1 9 5
round 6 4 20 0 2
place 16 12 18 44 34
2150000 0 0 0 0 2
337000 0 0 2 0 1
geoffrion 0 0 0 0 2
debat 2 5 9 3 0
2150 0 0 0 2 2
payback 1 0 0 1 1
batter 0 0 2 0 0
dot 0 1 0 10 0
161019 0 0 0 0 2
6111000 0 0 0 0 2
inject 5 0 17 3 3
struck 4 0 3 2 0
sharehold 4 1 2 335 194
2041000 0 0 0 0 2
minut 0 3 3 1 1
whale 0 0 0 1 1
neptunia 0 0 0 3 0
anticompetit 1 0 0 4 0
magellan 0 0 0 1 1
moin 0 1 0 1 1
66000 0 0 0 0 4
good 17 30 32 22 54
161 2 1 1 2 27
3500 1 2 0 2 0
116 2 0 3 3 36
erod 0 4 0 0 2
ltbond 0 0 0 2 1
739 0 1 0 0 3
tanzania 0 2 0 0 0
231000 0 0 0 1 1
lire 0 0 1 6 6
14850 0 0 2 0 0
100 15 10 19 77 60
tvx 0 0 0 3 0
encor 0 0 0 2 1
entex 0 0 0 0 2
school 0 0 0 2 3
small 17 14 27 28 23
cabl 0 0 5 28 13
lttro 1 0 0 3 0
discontinu 1 0 0 8 174
detriment 0 0 1 1 0
2944000 0 0 0 0 2
moltk 0 0 2 0 0
1069 0 0 0 0 3
repes 0 0 0 2 0
wholesal 2 1 2 10 12
undertook 1 0 1 0 0
512000 0 0 0 0 2
unrest 3 0 1 0 1
ltvolvst 0 0 0 0 2
1420000 0 0 0 0 2
lthl 0 0 0 3 0
bi 0 0 1 0 1
mirror 0 0 1 0 1
madrid 1 1 0 0 0
ny 0 0 1 13 4
never 9 3 6 4 5
5500000 0 0 0 0 4
1427 0 1 0 0 1
8084000 0 0 0 0 3
2099000 0 0 0 0 2
montreal 0 1 0 2 4
garcia 1 0 1 0 0
920000 0 2 0 0 3
3605000 0 0 0 0 2
attach 4 1 2 1 1
thereaft 0 1 0 3 2
170000 2 1 0 4 2
kravi 0 0 0 2 1
minim 1 1 0 3 3
alpha 0 0 0 4 1
1730000 0 0 0 0 5
clinic 0 0 0 2 4
ltual 0 0 0 3 1
holiday 2 0 2 3 2
pratt 0 0 0 8 1
conjunct 2 0 2 2 2
430 0 0 2 2 11
license 0 0 0 6 1
quot 26 13 29 23 10
hydroelectr 0 2 0 2 2
lincoln 0 0 0 5 3
consequ 0 3 2 2 2
moham 2 0 1 0 0
norwegian 6 0 1 3 0
plaintiff 0 0 0 3 0
physic 3 5 0 3 0
reed 1 0 0 8 0
englishlanguag 1 0 0 1 1
issuanc 0 2 2 5 5
shaw 0 0 0 2 1
clean 0 0 1 2 0
1603 0 1 0 0 2
paulo 2 1 0 0 0
71 1 9 2 12 39
leonard 0 0 1 4 2
feder 18 16 87 116 59
statist 5 5 5 1 1
edward 1 4 0 7 4
990000 0 0 0 0 4
2665000 0 0 0 0 3
number 20 23 8 65 40
buyback 0 0 0 3 6
baldrig 0 0 2 10 0
war 14 2 5 6 0
suit 0 0 4 28 11
calgari 1 0 0 3 2
yearonyear 2 0 0 0 3
winterkil 0 5 0 0 0
9174000 0 0 0 0 3
howev 28 53 35 53 63
unisi 0 0 0 3 1
nil 0 6 1 1 103
sen 3 15 2 0 0
columbia 0 0 0 3 10
14000 1 1 2 0 3
summer 7 14 0 8 4
ltpnp 0 0 0 2 1
vestar 0 0 0 1 2
plaza 0 0 12 3 1
quebec 0 1 0 3 2
bahrain 4 0 7 0 0
buy 18 51 75 426 34
demand 48 24 44 7 26
petrochem 3 0 0 2 4
resign 0 0 0 16 6
tomorrow 7 9 25 13 7
crimin 0 0 0 1 2
1630 0 1 0 3 1
philadelphia 1 0 2 6 1
848 0 0 1 0 4
postsplit 0 0 0 0 11
alik 0 1 2 0 0
jonathan 0 0 0 3 1
295 3 0 0 3 8
1258 0 0 0 1 2
1029 0 0 0 0 4
554 0 1 0 0 2
obviou 1 0 3 1 1
narrow 2 3 25 2 2
disc 0 0 0 5 1
westinghous 0 0 0 4 2
ixl 0 0 0 4 2
three 54 56 62 129 263
proportion 0 0 0 1 4
est 0 5 3 15 1
lttl 0 0 0 4 2
vast 1 1 2 0 0
portion 1 2 1 22 10
1547 1 0 0 1 1
mm 0 5 0 0 0
montgomeri 0 0 0 6 2
58 4 1 3 11 38
grass 0 2 0 1 0
surg 1 3 15 0 4
359000 0 0 0 0 3
peninsula 0 0 0 2 2
anticip 5 10 6 10 34
contest 0 1 0 7 3
ltpacn 0 0 0 3 1
miamibas 0 0 0 3 0
351 0 0 0 2 12
mci 0 0 0 0 3
build 16 7 7 28 19
sim 0 3 0 0 1
instead 5 8 16 12 13
businessmen 2 0 6 1 0
inflat 4 3 39 1 6
cultiv 0 2 0 1 0
ltami 0 0 0 3 2
go 22 24 21 52 26
rich 2 1 0 4 1
colleagu 1 0 3 0 0
363 0 4 0 1 6
khj 0 0 0 4 0
fa 0 1 0 2 0
articl 1 2 1 6 3
fought 0 1 1 4 1
sometim 1 3 3 2 1
1375 0 1 0 2 0
postpon 8 3 1 11 1
pension 0 1 5 6 36
peak 10 1 12 3 6
shutdown 3 0 0 0 3
railway 1 1 2 9 2
battl 4 2 2 13 1
1781 0 0 0 0 3
mercantil 5 0 2 0 4
unwil 2 0 2 0 1
begin 22 27 28 25 28
supertank 4 0 0 0 0
4350000 0 0 0 0 3
immin 1 4 4 3 0
vote 1 11 2 89 49
glickman 0 9 0 0 0
harold 1 1 0 5 1
listen 1 3 0 0 0
term 19 23 42 270 57
necessarili 0 1 9 1 2
occident 4 0 0 3 3
relief 7 5 3 4 2
nearer 1 2 3 0 0
seismic 4 0 0 1 3
filter 0 0 0 3 1
bancorpor 0 0 0 2 2
balladur 0 0 2 3 0
640 0 0 0 1 3
earth 1 1 0 2 1
bsi 0 0 0 1 2
budget 17 12 54 5 7
pool 0 0 0 6 3
everyth 1 0 3 0 0
dynam 0 0 0 7 11
tight 5 4 12 0 2
ltag 0 0 0 15 0
1157 0 0 0 0 3
luxembourg 2 1 2 2 2
783 1 0 1 0 4
nobuo 0 0 0 3 0
499 0 0 0 3 3
tesco 0 0 0 4 1
boschwitz 0 4 0 0 0
rush 1 0 6 0 0
unlist 0 0 0 4 1
clabir 0 0 0 3 2
instrument 0 1 9 14 7
shr 0 0 0 3 1476
canal 0 2 0 0 1
criteria 1 2 0 2 0
settlement 1 2 7 16 31
cepe 3 0 0 0 0
squeez 2 1 1 0 2
multin 0 0 0 2 2
licens 4 2 3 19 5
ltcsp 0 0 0 2 1
cattlemen 0 3 0 0 0
attempt 9 4 18 51 12
moder 3 8 15 3 4
peat 0 0 0 3 1
gain 17 8 18 45 406
ltwfc 0 0 0 2 1
depot 1 0 0 0 3
grown 0 11 5 4 2
1474 2 0 0 1 1
86 2 1 0 4 23
ignor 0 2 4 1 0
colombian 4 1 0 0 0
tuesday 9 5 11 8 3
431 1 1 0 1 1
nazer 7 0 0 0 0
implement 9 11 7 2 5
honeywel 0 0 0 2 1
bcf 3 0 0 0 1
joe 2 0 0 1 0
294000 0 0 0 0 4
159000 0 0 0 0 3
javier 7 0 0 0 0
fred 2 0 2 2 1
stanley 2 0 2 10 4
interview 19 9 16 12 8
1march 0 3 0 0 0
lthia 0 0 0 2 1
ltbtyl 0 0 0 0 3
reced 1 1 1 0 0
like 32 36 61 45 41
zico 0 0 0 5 0
marwick 0 0 0 2 1
350 5 4 11 11 13
alusuiss 0 0 0 0 6
accomplish 0 0 0 4 0
fresh 3 4 4 1 3
woolworth 0 0 0 6 9
blue 0 0 0 2 1
comet 0 0 0 1 2
pdvsa 6 0 0 0 0
getti 1 0 0 0 2
environment 4 0 0 8 5
lttrelleborg 0 0 0 2 1
reportedli 1 0 1 1 0
await 1 4 3 3 1
shanghai 0 2 0 2 8
lightn 0 3 0 0 0
hungari 0 0 3 0 0
ltimoa 4 0 0 0 0
1964 0 0 0 0 3
lyng 0 21 0 0 0
instal 13 0 1 12 8
slack 6 1 2 0 0
1988 15 13 14 22 52
dunn 1 0 1 1 0
600 3 6 3 13 10
nearli 9 13 11 13 17
sarney 3 0 2 0 0
stateoil 7 0 0 0 0
icc 0 0 0 6 0
realis 1 1 2 2 1
shortterm 3 0 21 8 7
danforth 0 2 0 2 1
ltnl 0 0 0 0 3
onefifth 0 0 0 3 0
moodi 0 0 0 3 0
baghdad 3 0 0 0 1
hut 1 0 0 2 0
yeutter 0 5 7 2 0
letter 8 6 3 122 5
yugoslavia 1 3 0 0 0
pursuant 1 0 1 11 1
103 2 4 1 7 42
unsur 1 0 2 0 0
prevent 7 9 21 17 2
block 7 2 5 40 2
grainproduc 0 3 0 0 0
kharg 5 0 0 0 0
loui 0 4 0 6 0
664 0 0 1 0 4
incid 4 0 2 1 0
victori 4 0 1 1 1
insect 0 6 0 0 0
constant 3 0 2 1 0
30year 1 0 3 0 1
father 0 0 3 2 0
761 1 1 0 0 1
visa 0 0 0 4 1
hightechnolog 0 0 0 4 0
lttxn 1 0 0 1 1
norstar 0 0 0 8 0
goldsmith 0 0 0 2 1
harri 3 0 6 13 4
individu 5 5 3 10 8
switch 5 14 3 6 3
bind 0 1 1 5 0
875000 0 1 0 1 7
sector 11 7 18 19 37
solut 2 1 7 2 3
859 0 0 0 0 5
asia 3 3 4 4 6
patent 0 0 0 7 7
norsk 4 0 0 0 0
rather 10 15 20 4 13
consult 6 3 3 12 2
arkansa 0 2 0 2 2
daniel 5 13 0 1 4
microfilm 0 0 0 2 2
offset 10 8 33 5 42
ltnew 0 0 0 3 5
mcv 0 0 0 3 0
lthf 0 0 0 0 3
depriv 1 1 0 0 1
719 1 0 0 0 2
point 13 23 52 28 20
edt 0 2 0 1 0
attribut 2 3 9 2 39
imf 0 0 7 0 0
enrol 0 9 0 0 0
forfeit 0 2 0 2 0
residenti 0 0 0 7 6
biscuit 0 0 0 1 2
538 0 0 3 6 4
kenya 1 1 1 0 0
taqi 3 0 0 0 0
opec 76 0 1 0 0
giant 2 0 0 11 3
washington 11 7 29 15 6
broadcast 2 1 1 35 5
epac 0 3 0 0 0
ltunion 0 0 0 4 1
15 31 53 60 87 367
viner 0 0 0 1 2
agent 0 4 1 7 3
data 10 4 13 31 58
brief 7 0 4 6 3
john 22 7 2 18 14
foam 0 0 0 2 1
solomon 0 0 2 2 0
dilemma 0 1 2 0 0
raid 5 0 0 2 0
aegean 11 0 0 0 0
656 0 0 0 0 3
209 2 1 0 3 13
advis 6 4 4 54 1
oneforf 0 0 0 1 11
667 1 0 0 1 2
grade 24 6 0 1 1
ltfairchild 0 0 0 6 0
5422 0 0 0 3 0
lambert 0 1 0 16 9
dead 1 2 1 0 0
pensacola 0 0 0 3 0
terrorist 0 1 0 1 1
furnitur 0 0 0 4 6
deposit 3 0 24 21 31
divestitur 0 0 0 14 3
undisclos 1 0 0 128 4
itoh 0 0 0 4 0
436 0 0 0 0 4
rkan 0 5 0 0 0
fiveforfour 0 0 0 1 5
180 8 3 7 6 19
934 0 0 11 2 1
matur 1 1 35 7 3
costcut 0 0 0 0 4
582 0 0 1 0 3
532 0 0 1 0 2
longer 9 4 19 13 19
34 6 4 6 21 71
happen 5 3 6 11 4
1700000 0 0 0 2 3
green 0 2 0 4 6
approv 15 24 13 281 100
discov 10 1 0 0 3
ltdart 0 0 0 3 0
spartech 0 0 0 0 3
dillard 1 0 0 0 2
marathon 8 0 0 1 2
232000 0 0 0 1 3
skeptic 2 1 1 4 0
104 0 2 2 2 39
320000 0 1 0 0 2
nineday 0 0 3 0 0
70 11 11 2 22 46
weaken 1 0 14 1 8
feed 0 44 0 5 2
216000 0 1 0 0 5
132000 0 1 0 2 3
ltbrierley 0 0 0 6 0
135000 0 1 0 1 4
1975 2 2 1 1 2
gareth 3 0 0 0 0
girozentral 0 0 1 1 1
fair 0 5 1 27 5
510 2 1 3 1 2
bakerhugh 0 0 0 3 0
waiv 0 0 0 10 0
3263 0 0 0 0 3
supplydemand 0 3 0 0 1
280000 1 0 0 0 2
milwauke 0 0 0 3 0
momentum 2 1 7 0 6
welsh 0 0 0 4 0
nomura 0 0 1 1 1
sister 0 0 0 3 0
