359 428 535 1617 2848
interag 1 1 0 1 0
ltespc 0 0 0 0 1
shuwa 0 0 0 1 0
1401155 0 0 0 0 1
1996000 0 0 0 0 2
supplier 5 6 0 13 4
origin 5 17 8 39 14
specul 4 13 32 38 4
lebanes 0 0 2 1 0
hayashi 0 0 2 0 0
ratex 0 1 0 0 0
axe 0 0 0 0 1
decis 21 34 22 59 24
9516 0 0 0 1 0
shame 0 1 0 0 0
osman 0 0 1 0 0
subcabinetlevel 0 1 0 0 0
saleataloss 0 0 0 0 1
centrallyplan 1 0 0 0 0
buoy 0 0 3 1 1
356 0 0 0 0 7
appoint 5 1 1 16 1
francin 0 0 0 1 0
costli 4 3 0 3 1
atorino 0 0 0 1 0
699 0 0 0 1 2
344000 0 1 0 0 1
ltsfi 0 0 0 1 1
5essprx 0 0 0 1 0
2614 0 0 0 0 2
ind 0 0 0 3 0
1sr 0 0 0 0 1
498800 0 1 0 1 0
1644 0 0 0 0 1
1714000 0 0 0 0 1
stiffen 0 0 0 1 0
39000 0 0 0 2 1
impend 0 3 0 1 0
oildril 0 0 0 1 0
combust 0 0 0 4 2
assumpt 2 2 4 13 3
lthyd 0 0 0 0 1
antonio 1 0 0 5 1
ltan 4 0 0 0 0
counterbal 0 0 0 0 1
ltaee 0 0 0 0 1
3548000 0 0 0 0 1
let 6 3 9 4 3
1817697 0 0 0 1 0
nonmarket 0 0 0 1 0
mawr 0 0 0 0 1
beleggineng 0 0 0 1 0
41400 0 0 0 0 1
8743000 0 0 0 0 1
571000 0 0 0 0 2
janhendrik 0 0 1 0 0
wo 0 0 0 1 0
4208 0 0 0 0 1
146061 0 0 0 0 1
1753000 0 0 0 0 1
reaction 1 2 10 3 2
overproduct 4 1 0 0 0
biotechnolog 0 0 0 5 3
198290 0 0 0 0 1
significantli 4 5 8 7 22
restruct 0 0 0 0 1
sur 1 0 0 0 0
waterway 3 1 0 0 0
newli 1 0 6 34 5
mayb 2 0 3 2 4
diablo 0 0 0 1 1
lthlt 0 0 0 0 2
pciac 1 0 0 0 0
restructur 9 2 7 54 74
associationlticgsl 0 0 0 1 0
ltstar 0 0 0 1 0
992832 0 0 1 0 0
ltwtdi 0 0 0 1 2
needi 0 1 0 0 0
13417 0 1 0 0 0
landlord 0 0 0 1 0
2602120 0 0 0 0 1
atlantia 0 0 0 1 0
9305000 0 0 0 0 1
calm 4 1 8 0 0
4924000 0 0 0 0 1
pointpiedmont 0 0 0 1 0
ltchauvco 0 0 0 0 1
api 18 0 0 0 0
7015000 0 0 0 0 1
21 8 6 6 22 106
2566680 0 0 0 0 1
rexcom 0 0 0 1 0
kohlberg 0 0 0 2 1
lunchtim 0 0 2 0 1
delink 0 1 0 0 0
six 30 20 81 80 321
ltbell 0 0 0 1 1
874000 0 0 0 0 1
rentcorp 0 0 0 0 1
525p 0 0 0 1 1
3792138 0 0 0 0 1
ltplma 0 0 0 1 0
cautiou 2 2 7 2 1
ltjeumontschneid 0 0 0 2 0
39169 0 0 0 0 1
37000 0 1 0 0 2
krone 0 0 0 1 0
1062000 0 0 0 0 2
forerunn 0 1 0 1 1
buccan 0 0 0 1 1
thurman 0 0 0 1 0
ncb 0 0 1 0 1
algerian 2 1 0 0 0
certainli 6 4 2 2 3
grademar 1 0 0 0 0
12734 0 0 0 0 1
ltfinanci 0 0 0 0 1
jacobi 0 0 0 1 0
16945000 0 0 0 0 1
hsvseven 0 0 0 0 1
16556000 0 0 0 0 1
helmerich 0 0 0 0 1
ltpowr 0 0 0 0 1
79000 0 0 0 0 4
8193455 0 0 0 0 1
sheppard 0 0 0 1 1
cypru 1 3 0 1 1
midsiz 0 0 0 1 0
8687 0 2 0 0 0
2091 0 0 0 0 3
3824000 0 0 0 0 1
8991184 0 0 0 0 1
gate 0 0 0 3 1
buhindi 0 0 1 0 0
ltcx 0 0 0 0 1
highpric 0 0 0 1 0
1081 0 1 0 0 0
addressograph 0 0 0 0 1
cordoba 0 5 0 0 0
grisanti 10 0 0 0 0
westdeutsch 0 0 0 0 1
guillaum 0 1 0 0 0
fivemonth 0 1 0 0 1
394 0 1 1 1 10
4300 0 0 1 1 1
2557000 0 0 0 0 1
suicid 0 0 0 1 0
6486000 0 0 0 0 2
4293 0 0 0 0 2
standoff 1 0 0 0 0
4261000 0 0 0 0 1
twice 0 2 5 8 3
ltamtr 0 0 0 2 2
rafidain 0 0 0 0 1
drag 0 1 0 1 1
eysken 0 0 2 0 0
ltfoam 0 0 0 1 2
9498000 0 0 0 0 1
6050000 0 0 0 0 1
3333000 0 0 0 0 1
sunris 0 0 0 1 0
quell 0 0 1 0 0
28670 0 0 0 0 1
unrespons 0 1 0 0 0
6162000 0 0 0 0 1
10053234 0 0 0 0 1
4299 0 0 0 0 1
correct 1 2 11 13 20
ultra 0 0 0 1 0
deadlin 0 2 4 12 2
262 0 1 0 2 9
wyom 2 0 0 1 0
assum 8 3 3 17 15
cif190218981654 1 0 0 0 0
30577 0 0 0 0 1
198283 0 1 0 0 0
everybodi 0 0 1 1 0
91day 0 0 1 0 0
commission 2 2 0 2 0
186790000 0 0 0 0 1
caston 0 0 0 1 0
1655 0 0 0 0 1
robertu 0 0 0 0 1
891000 0 0 0 0 1
840 0 0 1 1 4
outlet 2 1 0 2 5
ltjwt 0 0 0 1 0
roach 0 0 1 1 0
ltpso 0 0 0 1 1
skid 0 0 1 0 0
968000 0 0 0 0 1
elsewher 6 5 1 2 0
ginsberg 0 0 0 0 1
refus 11 5 14 12 1
412 0 0 3 0 9
14998379 0 0 0 0 1
indemnifi 0 0 0 3 2
hypertens 0 0 0 0 1
16900000 0 0 0 0 1
1329000 0 0 0 0 2
1138 0 0 0 0 1
prefeas 0 0 0 1 0
669000 0 0 0 0 1
millicorp 0 0 0 1 0
frustrat 0 1 6 0 0
uplift 1 0 0 0 0
lone 0 1 0 2 0
croni 0 0 0 1 0
ltpeabodi 0 0 0 3 0
ltinsua 0 0 0 0 2
3045 0 0 0 0 1
marcxh 0 0 0 0 2
606500700 0 0 1 0 0
mlp 0 0 0 0 2
882000 0 0 0 0 2
renaultchrysl 0 0 0 1 0
gaf 0 0 0 6 1
lthmdi 0 0 0 0 1
mouth 8 1 0 0 0
860 0 0 0 3 0
14960 0 0 2 0 0
md 0 0 0 3 0
beall 0 0 0 0 1
sh 0 0 0 0 1
pasturag 0 1 0 0 0
sizzler 0 0 0 0 1
ltcan 0 0 0 2 1
redic 0 0 0 1 0
telecomun 0 0 0 1 0
grew 0 1 7 2 8
2076 0 0 0 0 1
rifai 0 0 1 0 0
509144 0 0 0 0 1
ltbkla 0 0 0 0 1
enviropact 0 0 0 1 0
highlycharg 0 0 0 2 0
1897998 0 0 0 0 1
potato 0 3 0 0 0
potomac 0 0 0 0 3
commit 17 22 17 37 8
nbc 1 0 0 1 1
ltrplo 0 0 0 0 1
321000 0 0 0 0 2
kwacha 0 0 5 0 0
oilconsum 1 0 0 0 0
tractor 0 0 0 1 3
8191266 0 1 0 0 0
26924 0 1 0 0 0
1160 0 0 0 0 6
27381 0 0 0 0 1
1317402 0 0 0 0 1
889 0 0 0 1 2
rotterdam 2 6 0 0 0
150200 0 1 0 0 0
5517 0 0 0 0 2
1629000 0 0 0 0 1
524p 0 0 0 0 1
rject 0 0 0 1 0
witter 1 0 1 2 1
latin 8 0 1 1 7
identifi 6 13 7 24 6
louisianapacif 0 0 0 1 0
2623974 0 0 0 0 1
schill 0 0 0 0 5
winston 0 0 0 1 1
posttax 1 0 0 1 5
brentgrad 1 0 0 0 0
geophysicist 1 0 0 0 0
6921 0 0 0 0 1
06875 0 0 1 0 0
schwatz 0 0 0 1 0
restor 9 3 5 2 1
ltcp 1 0 0 2 0
658 1 0 0 0 2
killearn 0 0 0 1 1
elmano 1 0 0 0 0
enlarg 0 0 1 6 3
ltenfield 0 0 0 1 0
ltcytr 0 0 0 1 0
pincu 0 0 0 4 0
pointamerican 0 0 0 1 0
eskey 0 0 0 1 0
1109000 0 0 0 0 2
5278000 0 0 0 0 1
lttetn 1 0 0 0 0
hani 0 0 1 0 0
seger 0 0 2 0 0
1293 0 0 0 0 1
1222 0 0 0 0 2
lmfe 0 1 0 0 0
5741000 0 0 0 0 1
1220 0 1 0 0 2
goldhirsh 0 0 0 1 0
copi 0 0 0 4 1
harleysvil 0 0 0 1 0
intermedicsintraocular 0 0 0 0 1
anita 0 0 0 0 2
4186000 0 0 0 0 1
2898363 0 0 0 0 1
1133000 0 0 0 0 1
1294245 0 0 0 0 1
aircraft 6 0 0 11 9
99 0 7 0 13 25
harden 0 0 1 0 0
growerlead 0 1 0 0 0
art 0 0 0 4 4
impli 2 0 3 0 1
10767 0 0 0 0 1
aetna 0 0 0 2 0
progress 1 5 5 13 21
corespons 0 2 0 0 0
seric 0 0 0 1 0
lttrti 0 0 0 0 1
ltseag 0 0 0 0 1
reign 1 0 0 0 0
786 1 0 1 0 0
1433000 0 0 0 0 1
ussr 1 38 0 0 0
aldershot 0 0 0 1 0
deilmann 1 0 0 0 1
blackman 0 0 0 1 0
workforc 2 0 0 3 6
490 0 2 1 0 3
bdding 0 0 0 1 0
2162 0 0 0 0 1
8147 0 0 0 0 1
quit 3 3 10 5 3
upper 3 3 4 1 2
1865 0 0 0 1 0
crosssharehold 0 0 0 1 0
game 1 0 3 3 3
ingolstadt 1 0 0 0 0
promedico 0 0 0 1 0
interfund 0 0 0 1 0
ltairppa 0 0 0 0 1
somehow 0 0 0 0 1
7018000 0 0 0 0 2
lacomb 0 1 0 0 0
onefor10 0 0 0 0 2
8050 0 0 0 1 0
ltdixon 0 0 0 13 0
29 5 3 1 21 116
iraqturkey 1 0 0 0 0
ltdtom 0 0 0 0 1
ofd 0 0 0 0 1
fora 0 0 2 0 0
1524 1 0 0 0 1
markettomarket 0 0 1 0 0
overhaul 3 2 1 1 0
alwattari 2 0 0 0 0
5073178 0 0 0 0 1
6565000 0 0 0 0 1
dei 0 0 0 1 0
sixteenweek 0 0 0 0 1
226791 0 0 0 0 1
22273 0 0 0 0 1
ltafn 0 0 0 0 1
strober 0 0 0 0 1
ltmajr 0 0 0 0 1
18month 1 0 0 0 0
2811 0 0 0 0 1
8004 0 0 0 0 1
652742 0 0 0 1 0
karsten 0 1 0 0 0
wasnt 0 0 0 2 0
ltmpdi 0 0 0 2 0
vaskevitch 0 0 0 1 0
washingtonbaltimor 0 0 0 0 1
gothenburg 2 0 0 0 0
ltoxford 0 0 0 2 0
8142000 0 0 0 0 1
lucht 0 0 0 1 0
ltgroup 0 0 0 1 1
inhous 0 0 0 0 1
andriessen 0 2 0 0 0
145380 0 0 0 0 1
walk 0 0 0 1 0
deep 2 1 2 0 0
1350to14 0 0 0 0 1
judi 1 0 0 0 0
ltsvt 0 0 0 0 2
1815 1 0 0 0 4
bevi 0 0 0 1 0
bakerchung 0 0 1 0 0
1740 0 0 0 0 1
6148 0 1 0 0 0
435176 0 0 0 0 1
stem 3 2 10 5 4
enforc 0 0 1 11 2
alshaheen 1 0 0 0 0
jr 0 0 0 11 4
confidata 0 0 0 1 0
05165 0 0 0 2 0
79448 0 1 0 0 0
4969000 0 0 0 0 1
arrest 0 0 0 1 0
1831000 0 0 0 0 2
5951612 0 0 0 0 3
anywher 1 1 1 0 0
datel 0 0 0 1 0
cj 0 0 0 1 0
amca 0 0 0 1 0
calmark 0 0 0 1 0
2437489 0 0 0 0 1
housebuild 0 0 0 0 1
abdullah 0 0 1 0 0
spotti 0 1 0 0 0
overthecount 0 0 2 7 2
breawat 0 0 0 1 0
pacesett 0 0 0 0 1
5188000 0 0 0 0 1
cruz 1 0 0 0 0
ltdww 0 0 0 0 2
dome 1 0 0 3 8
347000 0 0 0 2 3
20day 0 0 1 0 0
abil 7 2 3 12 14
secretli 0 0 1 0 0
instant 0 0 0 1 0
548442 0 0 0 0 1
243p 0 0 0 0 1
ltschnpa 0 0 0 2 0
acreas 0 0 0 1 0
debtservic 0 0 0 2 0
overcast 0 1 0 0 0
provision 0 4 5 1 7
damagelimit 1 0 0 0 0
ltgot 0 0 0 0 1
208800 0 0 0 1 0
ltpancanadian 1 0 0 0 0
winndixi 0 0 0 0 1
572 0 0 1 0 3
weari 0 0 0 1 0
8834000 0 0 0 0 1
ltprcm 0 0 0 0 1
dallasbas 3 0 0 3 1
828000 0 0 0 0 1
amalgam 0 1 0 4 3
23899 0 0 0 0 1
margaret 1 0 5 4 0
209906 0 0 0 1 0
2309979 0 0 0 0 1
boss 0 0 0 1 0
5057292 0 0 0 0 1
david 2 4 8 21 12
10637500 0 1 0 0 0
aftertaxcash 0 0 0 1 0
rentacent 0 0 0 0 1
2647 0 0 0 0 1
703300 0 0 0 0 1
siliconeco 0 0 0 1 0
linz 0 0 0 0 1
juha 1 0 0 0 0
516 1 0 2 0 6
lufkin 0 0 1 3 1
2887000 0 0 0 0 1
ltgrph4th 0 0 0 0 1
statecontrol 0 0 0 0 1
1464000 0 0 0 0 1
7625000 0 0 0 0 2
2810132 0 0 0 0 2
showcas 0 0 0 0 2
149 1 1 13 0 15
lisbon 0 3 0 0 0
becom 20 11 25 61 13
ic 0 0 0 6 0
villa 0 0 0 0 1
undisput 0 0 1 0 0
alli 4 0 6 13 6
ltucl 4 0 0 0 0
10694081 0 0 0 0 1
threshhold 0 0 0 1 0
3138000 0 0 0 0 2
overtheair 0 0 0 0 1
5147000 0 0 0 0 1
multifamili 0 0 0 0 1
class 1 1 0 35 42
k 1 1 0 5 5
113751 0 1 0 0 0
herstatt 0 0 1 0 0
6246664 0 0 0 0 1
3250000 0 0 0 0 1
grill 0 0 0 0 1
hemodynam 0 0 0 0 1
general 0 0 0 13 3
1441000 0 0 0 0 1
includ 45 49 48 201 566
trico 1 0 0 3 0
oxford 0 0 0 2 2
4881000 0 0 0 0 1
navig 4 0 0 1 2
ltfrontier 0 0 0 0 1
cutlet 0 0 1 0 0
forbid 2 0 0 0 0
spencer 0 0 0 1 0
lthldnl 0 0 0 0 2
ale 0 0 0 0 1
microdyn 0 0 0 0 1
340081 0 0 0 0 1
spray 0 1 0 1 0
279718 0 0 0 0 1
5440000 0 0 0 0 2
equal 3 10 6 22 33
6511591 0 0 0 0 1
allenbradley 0 0 0 0 1
ed 1 0 0 1 0
rememb 0 0 2 0 1
ltnzi 0 0 0 1 0
yorkton 0 0 1 0 0
3243000 0 0 0 0 1
quicken 0 0 2 0 0
ltlndhsi 0 0 0 0 1
action 21 26 46 67 26
1976 4 0 0 2 1
26700 0 1 0 1 0
ltrxh 0 0 0 1 0
although 24 15 23 19 39
517600 0 1 0 0 0
upsid 0 0 4 0 0
wheel 0 0 0 2 2
791 0 0 0 0 4
569 0 0 0 1 4
knokk 0 0 1 0 0
funer 0 0 0 1 1
3229 0 0 0 0 1
ltmsti 0 0 0 0 1
1045000 0 0 0 1 1
aw 0 0 0 0 2
formul 0 0 0 1 1
2010 0 0 0 1 1
stipul 0 1 4 2 2
191 1 0 1 3 22
3375 0 1 0 0 0
larri 0 1 1 4 1
baron 0 1 0 0 0
2084 0 0 0 0 2
1387000 0 0 0 0 1
ltmyfra 0 0 0 0 1
5873904 0 0 0 0 2
pathmark 0 0 0 1 0
erc 0 0 0 1 0
resend 0 2 0 0 0
appendix 0 1 0 0 0
ltncet 0 0 0 1 0
700000 5 7 0 3 11
42469 0 0 0 0 1
munsingwear 0 0 0 0 1
262000 0 0 0 0 2
5954 0 0 0 0 1
restat 0 0 1 2 70
christma 0 1 0 0 2
overturn 0 0 1 3 0
8664000 0 0 0 0 1
flumar 1 0 0 0 0
39827 0 0 0 0 1
pueblo 0 0 0 0 1
1252000 0 0 0 0 2
4165000 0 0 0 0 1
lthssi 0 0 0 0 2
30april 0 0 0 1 0
across 4 4 3 2 2
ltlingf 0 0 0 0 2
1366340 0 0 0 0 1
korea 2 7 11 0 1
lou 0 1 0 0 0
198892 0 1 0 0 0
propertycasualti 0 0 0 0 2
4859 0 0 0 0 1
lash 0 0 0 1 0
tip 1 0 2 0 0
3079533 0 0 0 0 1
50581 0 0 0 0 1
concept 0 2 5 2 3
767p 0 0 0 0 1
15370 0 0 2 0 0
photon 0 0 0 1 0
ahead 9 10 24 7 11
ltbhami 0 0 0 1 0
zaki 2 0 0 0 0
ltndac 0 0 0 1 0
2348559 0 0 0 0 1
dealership 0 0 0 1 0
insid 1 1 3 9 3
skylark 0 0 0 0 1
1535550 0 0 0 0 1
3053000 0 0 0 0 2
hugh 4 0 0 15 3
contenpl 0 0 0 2 0
level 56 52 116 20 83
3038361 0 0 0 0 1
vendor 0 0 0 2 1
end1986 1 0 0 3 9
comprehens 1 1 3 2 3
2000732 0 0 0 0 1
knowlton 0 0 0 3 0
know 8 5 7 18 5
1540 0 0 1 0 2
12003 0 1 1 0 0
oahu 1 0 0 0 0
ltmiller 0 0 0 1 0
3914968 0 0 0 1 0
enddec 0 0 0 0 1
ltradix 0 0 0 1 1
7164000 0 0 0 0 1
3785688 0 0 0 0 1
wolverin 0 0 0 1 1
blast 0 1 0 0 0
outsand 0 0 0 1 0
ltjec 0 0 0 1 0
ltsrdn 0 0 0 1 0
derog 0 0 0 1 0
ppg 0 0 0 1 1
776 1 0 0 0 3
welltech 0 0 0 0 1
hb 0 0 0 0 1
ltmorr 0 0 0 1 1
ltmdc 0 0 0 1 1
5731582 0 0 0 0 1
undamag 2 0 0 0 0
3566 0 0 0 1 0
899000 0 0 0 0 1
off 0 0 0 1 1
releat 0 0 0 2 0
jc 1 0 0 1 3
midcontin 1 0 0 0 0
tissot 0 0 0 1 0
841 1 0 1 0 0
lthnt 0 0 0 1 2
weigh 1 2 1 4 0
segment 2 0 0 6 22
salari 1 1 2 4 6
mcm 0 0 0 0 2
7495936 0 0 0 0 1
2374 0 1 0 0 0
534099 0 0 0 0 1
worlkd 1 0 0 0 0
666 0 0 0 0 1
4325 0 1 0 0 0
549950 0 0 0 0 1
8894000 0 0 0 0 2
rosario 1 1 0 1 0
2359978 0 0 0 0 1
ltcavendish 0 0 0 0 1
neil 0 0 0 0 1
2368000 0 0 0 0 1
australianew 0 0 0 1 0
midamerica 0 1 0 0 0
20167000 0 0 0 0 1
bottl 1 0 0 8 0
coffe 3 2 1 1 1
198384 0 1 0 0 0
preciou 0 0 2 7 0
3012917 0 0 0 0 1
141store 0 0 0 1 0
1036000 0 0 0 0 1
38502 0 0 1 0 0
ltbilt 0 0 0 0 1
767000 0 0 0 0 1
732 0 0 2 0 1
att 0 0 0 2 8
5964454 0 0 0 0 1
618651 0 0 0 0 1
2560000 0 0 0 0 1
8206000 0 0 0 0 1
oneon 1 0 0 0 0
5679000 0 0 0 0 1
dampen 0 1 4 1 1
riot 0 0 1 0 0
semolina 0 2 0 0 0
nichola 0 0 2 5 3
viratek 0 0 0 2 0
dist 0 0 0 0 2
3315654 0 0 0 0 1
deliveri 7 32 4 12 7
42750 0 0 0 2 0
4077000 0 0 0 0 5
16185354 0 0 0 0 1
ltdubin 0 0 0 1 0
francisco 0 0 0 5 1
ltmitht 0 0 0 1 0
ltcgp 0 0 0 1 0
fitzgerald 0 0 0 0 1
13000 0 2 1 0 7
4937378 0 0 0 0 1
holder 1 0 4 69 103
1361421 0 0 0 0 1
585 0 0 0 0 4
4288 0 0 0 0 1
disposit 0 0 0 4 13
752 1 0 0 0 3
pessimist 1 1 1 0 0
highdens 0 0 0 1 0
performancerel 0 0 0 1 0
ltfal 0 0 0 0 2
1000 3 5 1 5 10
5170 0 0 0 0 1
12955562 0 0 0 0 1
markka 0 0 1 0 1
incorrect 0 0 1 2 1
137387 0 0 1 0 0
laidlaw 0 0 0 0 4
1026 0 0 1 0 3
securit 0 0 0 1 0
ltec 0 0 0 1 1
swissbas 0 0 0 1 0
khjtv 0 0 0 2 0
bribe 0 0 1 0 1
hiram 0 0 0 1 2
ltmemotec 0 0 0 1 1
347868 0 0 0 0 1
redco 0 0 0 1 0
avaiabl 0 1 0 0 0
ltkge 0 0 0 0 1
1965 0 0 0 3 1
onlin 0 0 0 0 1
4990168 0 0 0 0 1
ltkeyc 0 0 0 2 0
suspensionspart 0 0 0 0 1
ltpp 0 0 0 0 1
trillium 1 0 0 0 0
5233 0 0 0 0 1
maneuv 1 0 0 0 0
kuohua 0 0 1 0 0
3338000 0 0 0 0 1
trenwick 0 0 0 0 1
hmmwv 0 0 0 0 1
dba 0 0 0 1 0
newman 0 0 1 3 1
9775000 0 0 0 0 1
petrofina 1 0 0 0 0
lach 0 0 0 1 0
ltnoblst 0 0 0 2 0
taxshelt 0 0 0 1 0
lttrillium 1 0 0 0 0
much 31 35 51 29 27
refund 0 2 0 0 4
2863 0 0 0 0 1
athlet 0 0 0 2 0
unpurchas 0 0 0 1 0
resourcerel 0 0 0 0 2
1046460 0 0 0 0 1
dixi 0 0 0 1 0
2502443 0 0 0 0 1
5235233 0 0 0 0 1
4251 0 0 0 0 1
norex 0 0 0 1 0
ranger 1 0 0 0 0
agreeement 0 1 0 0 0
bellet 0 0 0 1 0
whether 8 30 37 51 11
classic 0 0 1 0 0
653000 0 0 0 0 3
133119 0 0 0 0 1
232991 0 0 0 0 1
ltzbst 0 0 0 0 1
council 8 15 24 5 1
ltdofascoxinc 0 0 0 0 1
ltcrldacquir 0 0 0 1 0
trust 5 0 21 53 62
948 0 0 0 1 2
feb86 0 0 1 0 0
hokanson 0 0 0 1 0
3375000 0 0 0 0 1
dellsher 0 0 1 0 0
5967000 0 0 0 0 1
simon 2 0 0 2 3
fata 0 0 0 0 1
4205707 0 0 0 0 1
mideast 10 0 0 0 0
1016375 0 0 0 0 1
brli 0 1 0 0 0
ltdgsgf 0 0 0 1 0
defenseaerospac 0 0 0 0 1
westworld 0 0 0 0 1
enseco 0 0 0 0 1
atico 0 0 0 1 1
zuyuan 0 1 0 0 0
arthur 3 0 0 4 4
ltlm 0 0 0 0 1
shiviyacu1 1 0 0 0 0
vicker 0 0 1 1 0
ltdrch 0 0 0 0 1
wilson 3 1 1 4 2
irrelev 0 0 1 0 0
678000 0 0 0 0 1
1636 0 0 0 0 1
tisch 0 0 0 1 0
491076 0 0 0 0 1
ltmcm 0 0 0 0 1
bradley 0 0 0 0 3
9733000 0 0 0 0 1
correctedinsituform 0 0 0 0 1
apartheid 1 0 0 0 0
miltop 0 0 0 0 1
system 14 21 109 131 112
ltwatti 0 0 0 1 0
ltsumitomo 0 0 0 0 1
5392 0 0 0 0 1
627500 0 0 0 1 0
trimedyn 0 0 0 1 0
kash 0 0 0 1 2
clutch 0 0 0 1 0
14888 0 0 0 0 1
6200000 0 0 0 0 3
jeumontschneid 0 0 0 4 0
8645289 0 0 0 0 1
semiannu 0 2 1 0 10
4572000 0 0 0 0 1
2540000 0 0 0 0 1
676341 0 0 0 0 1
ramif 0 0 0 1 0
318600 0 0 0 2 0
scheduyl 0 0 0 0 1
1493040 0 0 2 0 0
kiel 0 0 1 0 0
nonproduct 0 0 0 0 1
17818 0 0 0 0 1
belg 0 1 0 0 1
76400 0 0 0 0 1
lttof 0 0 0 0 2
magnat 0 0 0 3 0
intercon 0 0 0 1 0
ltusa 0 0 0 0 1
will 2 3 7 20 1
ltstan 0 0 0 0 2
halfway 0 1 0 0 0
prober 0 0 0 1 0
06438 0 0 1 0 0
1575 1 0 0 2 5
2109 1 0 0 0 0
tital 0 0 0 1 0
mich 0 0 0 2 2
768p 0 0 0 1 0
audienc 0 0 0 1 1
faster 2 3 9 3 3
synonym 0 0 1 0 0
ltgood 0 0 0 1 1
ltdlt 0 0 0 0 1
restrain 3 1 2 8 1
hemotec 0 0 0 0 1
preced 1 4 0 3 2
963000 0 0 0 1 0
masontown 0 0 0 1 0
deliber 5 2 1 3 0
prechapt 0 0 0 0 1
markdenomin 0 0 1 0 0
1136785 0 0 0 0 1
debtridden 0 0 1 0 0
hongshan 0 0 0 0 1
wax 0 0 0 1 0
mild 1 2 1 0 0
213500 0 0 0 1 0
ltgeox 0 0 0 0 1
patio 0 0 0 1 0
interen 0 0 0 0 1
ltkli 0 0 0 0 1
kernel 0 3 0 0 0
westfiar 0 0 0 1 0
myer 0 2 0 7 2
shortli 0 4 9 18 5
thou 0 5 0 0 0
2594474 0 0 0 0 1
almaden 0 0 0 1 0
humid 0 2 0 1 0
896718 0 1 0 0 0
4224633 0 0 0 0 1
overvalu 0 0 12 0 0
eaglepitch 0 0 0 0 1
ltray 0 0 0 0 1
gradual 3 8 11 1 6
195000 0 0 0 1 4
ltphi 0 0 0 0 1
administr 27 44 18 16 11
fourmonth 0 1 0 0 1
853p 0 0 0 0 1
craft 0 0 0 2 4
pull 3 2 0 3 0
264000 0 1 0 0 3
turismo 0 0 0 0 1
voic 0 6 0 3 1
coal 7 0 3 11 11
ltri 0 0 0 0 1
recognis 4 1 2 1 1
4307645 0 1 0 0 0
2030 0 5 0 0 0
14650000 0 0 0 0 1
usag 2 5 0 2 0
painewebberltpwj 0 0 0 1 0
7527000 0 0 0 0 1
28836000 0 0 0 1 0
7600000 0 0 0 0 2
sightseer 1 0 0 0 0
williamsvil 0 0 0 1 0
occur 7 5 19 9 9
797 1 0 0 0 0
beta 0 0 0 0 1
640000 0 0 0 0 4
845 0 0 0 0 2
ernesto 0 1 0 0 0
2414 0 0 0 0 2
vietnam 0 2 0 0 0
5097000 0 0 0 0 1
15478000 0 0 0 0 1
3123 0 0 0 0 1
variabl 3 1 1 0 0
accruabl 0 0 0 0 1
enbl 0 0 0 1 0
3413000 0 0 0 0 1
intercompani 0 0 0 2 0
gypsum 0 0 0 1 2
capitol 0 2 0 0 2
0500 0 1 0 0 0
ineffici 0 0 1 0 0
32938 1 0 0 0 0
adamantli 0 1 0 0 0
227p 0 0 0 0 2
2767 0 0 0 0 1
2377 0 0 0 1 0
jerseybas 0 0 0 4 0
digicon 0 0 0 1 0
ascertain 1 0 0 2 0
underlin 1 1 5 0 0
83045 0 0 0 0 1
temper 2 1 1 0 0
1576 1 0 0 0 2
ltamericu 0 0 0 1 0
ltrcot 0 0 0 0 1
92986000 0 0 0 0 1
202000 1 0 0 0 5
volum 13 11 9 8 31
buyout 0 0 0 75 3
325i 0 1 0 0 0
acrimoni 0 0 1 0 0
puat 0 0 0 1 0
21203 0 0 0 1 0
uk 9 20 120 34 23
chemist 0 0 0 1 0
semegran 0 0 0 0 1
hapaglloyd 0 0 0 1 0
schipol 0 0 0 1 0
1121 0 0 0 0 2
7646000 0 0 0 0 1
260 1 3 0 3 14
2393000 0 0 0 0 2
ecu 0 18 5 0 0
ltoj 0 0 0 2 0
bradi 0 0 0 2 0
216049 0 0 0 1 0
7619 0 0 0 0 1
coastal 4 2 1 6 1
minimis 1 0 0 0 1
aprilmay 0 1 0 0 0
calgarybas 0 0 0 1 0
oliv 0 0 0 2 0
teamster 0 0 0 3 1
ltwen 0 0 0 4 0
powercis 0 0 0 1 0
followup 1 0 0 0 0
counterproduct 0 0 3 0 0
lthb 0 0 0 0 1
2100000 0 0 0 0 6
justin 0 0 0 0 1
lilli 0 0 0 4 1
ltwnx 0 0 0 1 0
gloeilampenfabriek 0 0 0 1 0
heavyduti 0 0 0 1 1
tennbas 0 0 0 1 0
ltgggg 0 0 0 0 1
stockbrok 3 0 3 5 3
xp 0 0 0 2 0
3209000 0 0 0 0 1
fragil 0 1 1 0 0
252000 0 0 0 0 1
quick 1 0 6 3 1
simmond 0 0 1 0 0
5 2 10 5 6 12
470000 0 0 0 2 2
3205000 0 0 0 0 1
253 0 1 0 2 12
reconstruct 1 0 0 0 1
exacerb 1 0 0 0 0
ltcounsel 0 0 0 0 1
cyclop 0 0 0 36 0
502008 0 0 0 0 1
112400 0 0 0 0 1
960000 0 0 0 1 3
lacana 0 0 1 0 0
185 2 2 6 10 16
ltmpp 0 0 0 0 1
lawrenc 0 1 0 4 3
7825078641 0 0 2 0 0
